area,id,year,text,average,canada,france,germany,italy,japan,russia,uk,us,eu
Health,2005-74,2005,“Supporting the Polio Eradication Initiative for the post eradication period in 2006-8 through continuing or increasing our own contributions toward the $829 million target and mobilizing the support of others.”,0.111111111,1,-1,1,-1,-1,-1,1,1,1
Health,2005-76,2005,Helping to meet the needs identified by the Stop TB Partnership. We also support the call for a high-level conference of Health Ministers for TB in 2006.,0.666666667,1,0,0,0,1,1,1,1,1
Health,2006-27,2006,"""[In our response to HIV/AIDS, we will adhere to the following principles:] scale up support to address the rising rates of HIV infection among young people, particularly young girls and women""",0.5,1,1,-1,1,-1,1,1,1,
Health,2006-31,2006,"""We will work with other donors and stakeholders in the effort to secure funds needed for the 2006-2007 replenishment period and call upon all concerned to participate actively in the development of a four-year strategy, aimed at building a solid foundation for the activities of the Fund in the years ahead.""",0.555555556,1,1,0,0,1,1,0,1,0
Health,2006-36,2006,"""We will also support the 3, 2006-2015, which aims to cut
TB deaths in half by the year 2015 compared to 1990 levels, saving some 14 million lives over ten years, and call upon all donors and stakeholders to contribute to its effective implementation.""",0.222222222,1,0,0,0,0,0,0,1,0
Health,2006-43,2006,"""We urgently call for mobilization of financial support and will continue to work collectively and with bilateral and multilateral donors to close the funding gap for 2007-2008, and will continue to work with others towards securing the resources necessary to finish the program and declare our planet polio-free in the near future.""",0.444444444,1,0,1,-1,0,1,1,1,0
Health,2006-51,2006,"Given the potential for the breakdown of public health services as a result of natural and man-made disasters, we support actions aimed at improving the preparedness and capacity of healthcare systems to meet health challenges posed by emergencies, especially in developing countries",0.11,0,0,-1,0,-1,0,1,1,1
Health,2007-227,2007,"""[We recognize that the level of demand to the Global Fund to fight AIDS, Tuberculosis and Malaria (GFATM) will increase substantially in the future as has been projected by the GFATM Board. In this regard, noting the conclusions of the April meeting of the GFATM Board, which estimated an additional demand approximately of US$ 6 billion by 2010 which might possibly reach US$ 8 billion,] G8 members pledge to work with other donors to replenish the GFATM and to provide long-term predictable funding based on ambitious, but realistic demand-driven targets.""",0.666666667,1,1,1,0,1,0,1,1,0
Health,2007-229,2007,"Recognizing the growing feminization of the AIDS epidemic, the G8 in cooperation with partner governments support a gender-sensitive response by the GFATM, with the goal of ensuring that greater attention and appropriate resources are allocated by the Fund to HIV/AIDS prevention, treatment, and care that addresses the needs of women and girls. ",1,1,1,1,1,1,1,1,1,1
Health,2007-233,2007,"""The G8 will take concrete steps to support education programs especially for girls, to promote knowledge about sexuality and reproductive health and the prevention of sexually transmitted infections.""",0.333333333,1,1,0,-1,0,-1,1,1,1
Health,2007-244,2007,"""We will support responding to those African countries that indicate that they require technical assistance and capacity building programmes for advancing their access to affordable, safe, effective and high quality generic and innovative medicines in a manner consistent with the WTO.""",0.625,1,1,0,0,1,,1,1,0
Health,2007-246,2007,"""The G8 reaffirm their commitment to scaling up towards “universal access” to comprehensive HIV prevention, treatment and care by 2010 and recognise the significant progress made by countries on target setting and planning, notably concerning enhanced availability of affordable antiretroviral treatment.""",1,1,1,1,1,1,1,1,1,1
Health,2007-264,2007,"""We will work with African states to address the different causes of this lack of human resource capacity within the health sector, including working conditions and salaries with the aim of recruiting, training and retaining additional health workers.""",0.666666667,1,1,1,0,0,1,1,1,0
Health,2008-117,2008,"""We reiterate our support to our African partners’ commitment to ensure that by 2015 all children have access to basic health care (free wherever countries choose to provide this).",0.125,1,0,0,,0,-1,1,0,0
Health,2008-118,2008,"""We reiterate our commitment to continue efforts, to work towards the goals of providing at least a projected US$ 60billion over 5 years, to fight infectious diseases and strengthen health.""",0.555555556,1,1,1,1,0,0,1,1,-1
Health,2008-127,2008,"""To build on our commitments made on neglected tropical diseases at St Petersburg, we will work to support the control or elimination of diseases listed by the WHO through such measures as research, diagnostics and treatment, prevention, awareness-raising and enhancing access to safe water and sanitation. In this regard, by expanding health system coverage, alleviating poverty and social exclusion as well as promoting adequate integrated public health approaches, including through the mass administration of drugs, we will be able to reach at least 75% of the people affected by certain major neglected tropical diseases in the most affected countries in Africa, Asia, and Latin America, bearing in mind the WHO Plan. With sustained action for 3-5 years, this would enable a very significant reduction of the current burden with the elimination
of some of these diseases.""",-0.333333333,0,-1,-1,-1,0,-1,1,1,-1
Health,2008-128,2008,"""We support ongoing work to review travel restrictions for HIV positive people with a view to facilitating travel and we are committed to follow this issue.""",0.333333333,0,1,0,0,1,-1,0,1,1
Health,2009-146,2009,"""For the Asia-Pacific region, we will continue implementing the Evian Plan of Action with a particular focus on integrated water resource management and work on key regional issues such as climate change adaptation and transboundary river basin management.""",0.333333333,0,1,0,-1,1,0,1,0,1
Health,2009-147,2009,"""We reaffirm our commitment to address the scarcity of health workers in developing countries, especially in Africa and we note the 2008 Kampala Declaration and the Agenda for Global Actions launched by the Global Health Workforce Alliance.""",0.555555556,1,1,0,-1,1,0,1,1,1
Health,2009-151,2009,"""We will accelerate progress on combating child mortality, including through intensifying support for immunization and micronutrient supplementation, and on maternal health, including through sexual and reproductive health care and services and voluntary family planning.""",0.222222222,1,0,0,0,1,0,1,0,-1
Health, 2010-08,2010,"Action is required on all factors that affect the health of women and children. This includes addressing gender inequality, ensuring women’s and children’s rights and improving education for women and girls.",0.777777778,1,1,1,0,1,0,1,1,1
Health,2010-011,2010,"""To this end, the G8 undertake to mobilize as of today $5.0 billion of additional funding for disbursement over the next five years""",-0.555555556,1,-1,1,-1,-1,-1,-1,-1,-1
Health,2010-14,2010,"""We reaffirm our commitment to come as close as possible to universal access to prevention, treatment, care and support with respect to HIV/AIDS.""",0.222222222,1,0,0,-1,1,0,-1,1,1
Health,2010-18,2010,"""We continue to support the control or elimination of high-burden Neglected Tropical Diseases (NTDs).""",0.111111111,1,0,1,-1,-1,0,1,1,-1
Health,2011-63,2011,"""We reaffirm our commitment to improving maternal health and reducing child mortality, most notably through the Muskoka Initiative for Maternal, Newborn and Child Health launched in 2010.""",-0.111111111,1,-1,1,-1,-1,1,-1,-1,1
