Compliance Score,Summit,Commitment Text,Average,Issue-Area,Country,Year,Mentions Specific Date,Total Number of Commitments,Number of Same-Issue Commitments,Mentions UN,Mentions Developing Countries,Binding Level,GDP,GDP per Capita,GDP per Capita Growth,Host Country,Number of Ministerials,Closest Ministerial,Government Type
1,2000-16,"“We will set up a Digital Opportunities Task Force (dot force), which will be asked to report to our next meeting its findings and recommendations on global action to bridge the international information and knowledge divide.”",1,Information and Communications Technology,United Kingdom,2000,No,105,4,No,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,0,365,Unitary
1,2000-53,"“We shall strive to promote the digitalization of cultural heritage through, for example, fostering international links between national museum systems, with a view to enhancing public access.",1,Information and Communications Technology,United Kingdom,2000,No,105,4,No,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,0,365,Unitary
1,2001-38,"""We will continue to support the process and encourage all stakeholders to demonstrate ownership, to mobilise expertise and resources and to build on this successful co-operation.""",0.75,Information and Communications Technology,United Kingdom,2001,No,58,4,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,0,365,Unitary
1,2001-39,"""We will review the implementation of the Genoa Plan of Action at our next Summit on the basis of a report by the G8 Presidency.""",0.75,Information and Communications Technology,United Kingdom,2001,No,58,4,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,0,365,Unitary
1,2001-40,"""We also encourage development of an Action Plan on how e‑Government can strengthen democracy and the rule of law by empowering citizens and making the provision of essential government services more efficient.""",0.75,Information and Communications Technology,United Kingdom,2001,No,58,4,No,No,Lower,1.64E+12,27744.50646,2.578699221,Italy,0,365,Unitary
0,2006-191,"""We will share information about qualification systems in our countries to increase understanding of national academic practices and traditions.""",0.333333333,Information and Communications Technology,United Kingdom,2006,No,317,2,No,No,Higher,2.71E+12,44599.69757,2.035550356,Russia,0,365,Unitary
0,2007-21,"""In partnership with certain developing countries we agree to launch technical assistance pilot plans with a view to building the capacity necessary to combat trade in counterfeited and pirated goods to strengthen intellectual property enforcement.""",0.333333333,Information and Communications Technology,United Kingdom,2007,No,329,0,No,Yes,Higher,3.1E+12,50566.8266,1.636058451,Germany,0,365,Unitary
0,2008-38,"""We will advance existing anti-counterfeiting and piracy initiatives through, inter alia, promoting information exchange systems amongst our authorities, as well as developing non-binding Standards to be Employed by Customs for Uniform Rights Enforcement (SECURE) at the World Customs Organization.""",0.777777778,Information and Communications Technology,United Kingdom,2008,No,296,4,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,0,365,Unitary
1,2009-21,"""We commit to vigorously pursue the work necessary to ensure global financial stability and an international level playing field, including on compensation structures, definition of capital and the appropriate incentives for risk management of securitisation, accounting and prudential standards, regulation and oversight of systemically important hedge funds, standardisation and resilience of OTC derivative markets, establishment of central clearing counterparties for these products, and regulation and transparency of credit rating agencies.""",0.666666667,Information and Communications Technology,United Kingdom,2009,No,254,3,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,0,365,Unitary
1,2009-40,"""We will work to reverse the recent decline in FDI, by fostering an open, receptive climate for foreign investment, especially in emerging and in developing countries.""",0.888888889,Information and Communications Technology,United Kingdom,2009,No,254,3,No,Yes,Higher,2.41E+12,38713.13743,-4.969350243,Italy,0,365,Unitary
1,2009-119,"""The financial crisis makes it doubly important that we improve the
effectiveness of our aid. We are firmly committed to implement the Paris Declaration and the Accra Agenda for Action (AAA), to ensure development effectiveness.""",0.333333333,Information and Communications Technology,United Kingdom,2009,No,254,3,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,0,365,Unitary
1,2011-120,"""For our part, we stand ready to offer additional support through, inter alia, improved mutual market access opportunities to encourage integration into the global economy through increased trade and inward investment in the region, for countries undertaking reforms to open their economies and create competitive conditions.""",0.777777778,Information and Communications Technology,United Kingdom,2011,No,193,5,No,No,Higher,2.66E+12,42038.50048,0.749525179,France,0,365,Unitary
1,2013-115,"G8 members will, by the end of this year, develop action plans, with a view to implementation of the Charter and technical annex by the end of 2015 at the latest. ",0.666666667,Information and Communications Technology,United Kingdom,2013,Yes,214,18,No,No,Higher,2.79E+12,43444.56484,1.457911544,United Kingdom,0,365,Unitary
1,2016-97,"We commit to promote a strategic framework of international cyber stability consisting of the applicability of existing international law to state behaviour in cyberspace, the promotion of voluntary norms of responsible state behaviour during peacetime, and the development and the implementation of practical cyber confidence building measures between states.",0.88,Information and Communications Technology,United Kingdom,2016,No,342,23,No,No,Higher,2.69E+12,41074.16728,1.193020554,Japan,1,-27,Unitary
1,2017,"To achieve this we must improve knowledge and competences across all sectors and regions of our countries, by fostering innovation and new skills, [with a view to boosting economic growth and to improving people's quality of life.]",0.88,Information and Communications Technology,United Kingdom,2017,No,180,5,No,No,Lower,2.67E+12,40361.41738,1.177472084,Italy,1,123,Unitary
1,2001-xx,Hold a G8 Energy Minister conference,1,Energy,United Kingdom,2001,No,58,2,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,0,365,Unitary
1,2003-72,"Stimulate fundamental research in renewable energies, such as solar photovoltaics, offshore wind energy, next generation wind turbines, wave/tidal and geothermal, biomass",0.222222222,Energy,United Kingdom,2003,No,205,14,No,No,Lower,2.05E+12,34419.14791,2.806551733,France,0,365,Unitary
1,2004-xx,"“We recognized the need for balanced energy policies, which increase energy supplies and encourage more efficient energy use and conservation, including through new technologies.”",0.777777778,Energy,United Kingdom,2004,No,252,0,No,No,Lower,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2006-76,"""We welcome the beginning of implementation of the Joint Oil Data Initiative (JODI) and will take further action to improve and enhance the collection and reporting of market data on oil and other energy sources by all countries including through development of a global common standard for reporting oil and other energy reserves.""",1,Energy,United Kingdom,2006,No,317,78,No,No,Higher,2.71E+12,44599.69757,2.035550356,Russia,1,-122,Unitary
1,2006-263,"""We announce a plan of action to secure global critical energy infrastructure, including defining and ranking vulnerabilities of critical energy infrastructure sites, assessing emerging and potential risks of terrorist attacks, and developing best practices for effective security across all energy sectors within our countries.""",0.555555556,Energy,United Kingdom,2006,No,317,78,No,No,Higher,2.71E+12,44599.69757,2.035550356,Russia,1,-122,Unitary
1,2007-30,"Will prepare national reports, with the assistance of the IEA, evaluating G8 member states’ efforts to adhere to those principles for delivery at the 2008 G8 Summit",0.555555556,Energy,United Kingdom,2007,Yes,329,41,No,No,Higher,3.1E+12,50566.8266,1.636058451,Germany,1,1,Unitary
1,2007-65,"""To this end, we will promote the appropriate policy approaches and
instruments, including inter alia economic incentives and sound fiscal policies, minimum standards for energy efficiency, sound and ambitious energy performance labelling, information campaigns aimed at consumers and industry that enhance national awareness, sector-based voluntary commitments agreed with industry,
investment in research and development and guidelines for public procurement.""",0.888888889,Energy,United Kingdom,2007,No,329,41,No,No,Higher,3.1E+12,50566.8266,1.636058451,Germany,1,1,Unitary
1,2007-90,"""We will make efforts to integrate renewables into the power grid,""",0.777777778,Energy,United Kingdom,2007,No,329,41,No,No,Higher,3.1E+12,50566.8266,1.636058451,Germany,1,1,Unitary
1,2008-26,"""On the demand side, it is important to make further efforts to improve energy efficiency as well as pursue energy diversification.""",0.888888889,Energy,United Kingdom,2008,No,296,26,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,0,365,Unitary
1,2008-59,"""We recognize the importance of setting mid-term, aspirational goals for energy efficiency. In national goals and objectives, as well as in country specific action plans, we will maximize implementation of the IEA’s 25 recommendations on energy efficiency.""",0.555555556,Energy,United Kingdom,2008,No,296,26,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,0,365,Unitary
1,2008-229,"""[we will] ensure the compatibility of policies for the sustainable production and use of biofuels with food security and accelerate development and commercialization of sustainable second-generation biofuels from non-food plant materials and inedible biomass;""",0.777777778,Energy,United Kingdom,2008,No,296,26,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,0,365,Unitary
1,2009-87,"""commit to design and implement effective policies to improve energy efficiency in all the main sectors of our economies, and to actively promote conservation and energy efficiency among consumers;""",0.555555556,Energy,United Kingdom,2009,No,254,28,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,1,-46,Unitary
1,2009-91,"""improve policy and regulatory frameworks in order to boost investments in renewable energies, and promote their deployment and diffusion also in emerging and developing countries;""",0.777777778,Energy,United Kingdom,2009,No,254,28,No,Yes,Higher,2.41E+12,38713.13743,-4.969350243,Italy,1,-46,Unitary
0,2012-17,"[We commit] to pursue universal access to cleaner, safer and more affordable energy",0.111111111,Energy,United Kingdom,2012,No,141,23,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
0,2012-31,"We strongly support efforts to rationalize and phase-out over the medium term inefficient fossil fuel subsidies that encourage wasteful consumption, and to continue voluntary reporting on progress",0.333333333,Energy,United Kingdom,2012,No,141,23,No,No,Lower,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
1,2012-110,"""[G-8 Leaders identified several actions for the G-8 to take together:]Facilitate free trade in all kinds of energy resources as a means to enhance economic security and decrease price volatility, including by abolishing barriers to trade and by providing for a favorable investment climate in the energy sector.""",0.333333333,Energy,United Kingdom,2012,No,141,23,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
0,2012-111,"""[G-8 Leaders identified several actions for the G-8 to take together:]Encourage both consumer and producer countries to further enhance the transparency of gas markets through dialogues and development of gas data systems""",0.666666667,Energy,United Kingdom,2012,No,141,23,No,No,Lower,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
0,2014-26,"[Under the Rome G7 Energy Initiative, we will] implement concrete domestic policies by each of our governments separately and together, to build a more competitive, diversified, resilient and lowcarbon energy system.",0.125,Energy,United Kingdom,2014,No,141,19,No,No,Higher,3.06E+12,47417.63505,1.837387371,European Union,1,-30,Unitary
1,2014-35,[Based on these principles we will take the following immediate actions:] We will conduct assessments of our energy security resilience.,0.875,Energy,United Kingdom,2014,No,141,19,No,No,Higher,3.06E+12,47417.63505,1.837387371,European Union,1,-30,Unitary
0,2015-209,we reaffirm our support for Ukraine and other vulnerable countries in their ongoing efforts to reform and liberalize their energy systems ,0.625,Energy,United Kingdom,2015,No,376,20,No,No,Lower,2.93E+12,44966.10193,1.545056482,Germany,1,-27,Unitary
1,2017-64,"We are determined to harness the significan economic opportunties, in terms of growth and job creation, offered by the transformation of the energy sector and clean technology",0.5,Energy,United Kingdom,2017,No,180,6,No,No,Higher,2.67E+12,40361.41738,1.177472084,Italy,1,-47,Unitary
1,2000-xx,"“We attach strong importance to the work of the CODEX Alimentarius Commission (CAC), the principal standard-setting body in food safety, and encourage its Ad Hoc Intergovernmental Task Force on Foods Derived from Biotechnology to produce a substantial interim report before completion of its mandate in 2003.”",0.75,Food and Agriculture,United Kingdom,2000,Yes,105,3,No,No,Higher,1.66E+12,28149.87001,3.068548094,Japan,0,365,Unitary
1,2002-129,"""Working with African countries to reduce poverty through improved sustainable productivity and competitiveness – including by: Supporting the development and the responsible use of tired and tested new technology, including biotechnology, in a safe manner and adapted to the African context, to increase crop production while protecting the environment through decreased usage of fragile land, water and agricultural chemicals;""",0.571428571,Food and Agriculture,United Kingdom,2002,No,187,16,No,No,Lower,1.78E+12,30056.58622,1.892089789,Canada,0,365,Unitary
1,2004-220,"“Although harvests improved in 2003-04, substantial emergency assistance will still be required for Ethiopia, Eritrea, Somalia, and Sudan, in part because of political instability and displacement of populations due to conflicts…Working with other donors, we will do our part to ensure that emergency needs, including food, are met.”",0.666666667,Food and Agriculture,United Kingdom,2004,Yes,252,49,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2005- 90,"“We agree to support a comprehensive set of actions to raise agricultural productivity, strengthen urban-rural linkages and empower the poor, based on national initiatives and in cooperation with the AU/NEPAD Comprehensive Africa Agriculture Development Programme (CAADP) and other African initiatives.”",0.555555556,Food and Agriculture,United Kingdom,2005,No,212,3,No,No,Higher,2.54E+12,42030.28661,2.47371181,United Kingdom,0,365,Unitary
0,2008-220,"""[we will] reverse the overall decline of aid and investment in the agricultural sector, and to achieve significant increases in support of developing country initiatives, including – in Africa – through full and effective implementation of the Comprehensive Africa Agricultural Development Programme (CAADP)""",0.444444444,Food and Agriculture,United Kingdom,2008,No,296,27,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,0,365,Unitary
1,2009-246,"""We are committed to increase investments in short, medium and long term agriculture development that directly benefits the poorest and makes best use of international institutions.""",0.888888889,Food and Agriculture,United Kingdom,2009,No,254,20,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,1,-79,Unitary
0,2010-19,"""As of April 30, 2010, we have disbursed/allocated USD $6.5 billion and remain committed to disburse/allocate the full amount of our individual commitments y 2012.""",0,Food and Agriculture,United Kingdom,2010,Yes,73,2,No,No,Higher,2.48E+12,39435.8399,1.153474893,Canada,0,365,Unitary
0,2010-20,"""Reflecting the key connection between cross-border investment an development and the fact that official development assistance alone is not sufficient to achieve global food security, we stress the importance of enhancing international investment in developing counries in a responsible and sustainable way. In this context, we support continued efforts to develop principles for investment in the agricultural sector undertaken by the World Bank, regional development banks, FAO, UNCTAD, and IFAD.""",0.444444444,Food and Agriculture,United Kingdom,2010,No,73,2,Yes,No,Higher,2.48E+12,39435.8399,1.153474893,Canada,0,365,Unitary
0,2011-69,"""[Since the L’Aquila Summit, 22% of the AFSI pledges have been disbursed, and an additional 26% are formally in the process of being disbursed for specific purposes]. We will disburse or allocate our commitments in full by the end of our respective pledging periods.""",0.111111111,Food and Agriculture,United Kingdom,2011,No,193,4,No,No,Higher,2.66E+12,42038.50048,0.749525179,France,0,365,Unitary
1,2012-33,"""We commit to fulfill outstanding L’Aquila financial pledges""",1,Food and Agriculture,United Kingdom,2012,No,141,6,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
1,2012-36,"""We commit to launch a New Alliance for Food Security and Nutrition to accelerate the flow of private capital to African agriculture""",0.444444444,Food and Agriculture,United Kingdom,2012,No,141,6,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
1,2015-339,"We thus reaffirm our support for the consistent implementation of and strive to alignment of our own ODA-supported investments with the Voluntary Guidelines on the Responsible Governance of Tenure of Land, Fisheries and Forests in the Context of National Food Security (VGGT) and the CFS Principles for Responsible Investment in Agriculture and Food Systems.",0.625,Food and Agriculture,United Kingdom,2015,No,376,55,No,No,Higher,2.93E+12,44966.10193,1.545056482,Germany,0,365,Unitary
1,2016-188,"Building on the G7 Broad Food Security and Nutrition Development Approach, we endorse the G7 Vision for Action on Food Security and Nutrition, which outlines collective actions in the priority areas of: (i) empowering women; (ii) improving nutrition through a people-centered approach that recognizes the diverse food security challenges people face across the rural to urban spectrum; and (iii) ensuring sustainability and resilience within agriculture and food systems.",0.63,Food and Agriculture,United Kingdom,2016,No,342,4,No,No,Higher,2.69E+12,41074.16728,1.193020554,Japan,1,-32,Unitary
1,2016-57,[We will encourage] public-private partnerships (PPPs),0.75,Food and Agriculture,United Kingdom,2016,No,342,4,No,No,Higher,2.69E+12,41074.16728,1.193020554,Japan,1,-32,Unitary
1,2002-44,"""Supporting the NEPAD’s priority political governance objectives – including by: Expanding capacity-building programmes related to political governance in Africa focusing on the NEPAD priority areas of: improving administrative and civil services, strengthening parliamentary oversight, promoting participatory decision-making, and judicial reform.""",0.375,Democracy,United Kingdom,2002,No,187,4,No,No,Lower,1.78E+12,30056.58622,1.892089789,Canada,0,365,Unitary
1,2004-73,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Coordinate and share information and lessons learned on democracy programs in the region, taking into account the importance of local ownership and each country’s particular circumstances;""",1,Democracy,United Kingdom,2004,No,252,6,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2004-74,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Work to enhance existing democracy programs or initiate new programs;""",1,Democracy,United Kingdom,2004,No,252,6,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2004-75,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Provide opportunities for participants to develop joint activities, including twinning projects;""",1,Democracy,United Kingdom,2004,No,252,6,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2004-76,"“Establish with willing partners in the region a Democracy Assistance Dialogue that will, under the auspices of the Forum for the Future, bring together in a collaborative and transparent environment willing governments, civil society groups and other organizations from the G-8, EU and others, and countries in the region to: Foster exchanges with civil society groups and other organizations working on programs in the region.""",1,Democracy,United Kingdom,2004,No,252,6,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2009-167,"""Recalling the Okinawa Charter on the Global Information Society and the Genoa G8 Action Plan for Digital Divide, we support further initiatives to narrow the digital gap to underpin institution-building, the modernization of public services and the strengthening of legislative and democratic processes.""",0,Democracy,United Kingdom,2009,No,254,0,No,No,Lower,2.41E+12,38713.13743,-4.969350243,Italy,0,365,Unitary
1,2012-102,"""[In response to transition countries’ request for support with reforms that promote transparency, accountability, and good governance, G-8 members will take the following actions:] Launch a Partnership exchange program to pair legislators, judges, regional and municipal leaders and labor unions with G-8 counterparts to build institutional capacity, promote knowledge sharing, and strengthen accountability and good-governance practices in transition countries.""",0,Democracy,United Kingdom,2012,No,141,0,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,0,365,Unitary
0,2014-117,"We reaffirm our support for a free, prosperous and democratic Libya which will play its role in promoting regional stability.”",-0.125,Democracy,United Kingdom,2014,No,141,0,No,No,Higher,3.06E+12,47417.63505,1.837387371,European Union,0,365,Unitary
1,1996-91,We commit ourselves to strong action and anticipate in 1997: We will assess compliance with international environmental agreements and consider options for enhancing compliance.,0.142857143,Environment,United Kingdom,1996,Yes,128,4,No,No,Higher,1.42E+12,24332.69777,2.230894646,France,1,-49,Unitary
0,2001-49,"We therefore agreed in Okinawa to develop common environmental guidelines for ECAs, drawing on relevant MDB experience. Building on the progress made since last year, we commit to reach agreement in the OECD by the end of the year on a Recommendation that fulfils the Okinawa mandate.",0,Environment,United Kingdom,2001,No,58,2,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,1,-141,Unitary
1,2002-142,"""We commit to: Supporting African efforts to improve water resource development and management – including by: Supporting African efforts to promote the productive and environmentally sustainable development of water resources;""",0.666666667,Environment,United Kingdom,2002,No,187,0,No,No,Higher,1.78E+12,30056.58622,1.892089789,Canada,1,-75,Unitary
0,2003-68,"""We will improve the world-wide reporting and archiving of these data and fill observational gaps of coverage in existing systems.""",0.75,Environment,United Kingdom,2003,No,205,31,No,No,Higher,2.05E+12,34419.14791,2.806551733,France,1,-37,Unitary
0,2003-69,"""We will develop an implementation plan to achieve these objectives by next spring’s Tokyo ministerial conference.""",0.75,Environment,United Kingdom,2003,No,205,31,No,No,Higher,2.05E+12,34419.14791,2.806551733,France,1,-37,Unitary
1,2003-121,"""We commit to the ratification or acceding to and implementation of the United Nations Convention on the Law of the Sea, which provides the overall legal framework for oceans.”",0.555555556,Environment,United Kingdom,2003,No,205,31,No,No,Higher,2.05E+12,34419.14791,2.806551733,France,1,-37,Unitary
1,2005-16,"“Six months on from the enormous tragedy of the Indian Ocean disaster on 26 December 2004, we have underlined our support for UN work on post-tsunami humanitarian aid and reconstruction, as well as confirming our commitment to reduce the risk from future disasters and to encourage reform of the humanitarian system.”",1,Environment,United Kingdom,2005,Yes,212,4,Yes,No,Higher,2.54E+12,42030.28661,2.47371181,United Kingdom,2,-111,Unitary
1,2008-89,"""We endorse the Kobe Call for Action for Biodiversity and reiterate our commitment to increase our efforts to reduce the rate of biodiversity loss significantly in order to achieve the globally agreed 2010 Biodiversity Target, including by reducing threats from the illicit trade in wildlife.""",0.444444444,Environment,United Kingdom,2008,Yes,296,11,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,1,-44,Unitary
1,2009-81,"""Recognising the intrinsic value of biodiversity and its essential contribution to economic and social well-being and the fundamental role of ecosystem services in poverty reduction, in the achievement of the Millennium Development Goals (MDGs), we: will reinforce our efforts to meet the 2010 Biodiversity Target to significantly reduce the current rate of biodiversity loss at the global, regional and national level;""",0.888888889,Environment,United Kingdom,2009,Yes,254,8,No,No,Higher,2.41E+12,38713.13743,-4.969350243,Italy,1,-77,Unitary
1,2011-009,"""We will foster green growth as it is essential to fight global warming, represents a promising source of jobs for our societies, and reflects a shared aspiration for more sustainable development.""",0.444444444,Environment,United Kingdom,2011,No,193,10,No,No,Higher,2.66E+12,42038.50048,0.749525179,France,0,365,Unitary
1,2015-229,We are committed to taking a precautionary approach in deep sea mining.,1,Environment,United Kingdom,2015,No,376,11,No,No,Higher,2.93E+12,44966.10193,1.545056482,Germany,0,365,Unitary
1,Jan-96,"we share a common commitment to a medium-term strategy: credible fiscal consolidation programs, successful anti-inflationary policies",1,Macro,United Kingdom,1996,No,128,8,No,No,Higher,1.42E+12,24332.69777,2.230894646,France,3,-37,Unitary
1,Feb-96,"we share a common commitment to a medium-term strategy: credible fiscal consolidation programs, successful anti-inflationary policies",1,Macro,United Kingdom,1996,No,128,8,No,No,Higher,1.42E+12,24332.69777,2.230894646,France,3,-37,Unitary
1,1999-19,"""…we need to pursue balanced macroeconomic policies supportive of domestic demand and investment while preserving price stability.""",1,Macro,United Kingdom,1999,No,46,0,No,No,Higher,1.68E+12,28669.53969,3.083961783,Germany,4,-7,Unitary
0,May-03,"""We reaffirm our commitment to strengthen investor confidence by improving corporate governance, enhancing market discipline and increasing transparency.""",0.25,Macro,United Kingdom,2003,No,205,6,No,No,Higher,2.05E+12,34419.14791,2.806551733,France,2,-16,Unitary
0,2004-xx,“We agreed that it was important to take advantage of the strong global economic environment to implement further reforms to accelerate growth in our countries.,0.222222222,Macro,United Kingdom,2004,No,252,1,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,4,-17,Unitary
0,2011-29,"We will ensure that our macroeconomic policies promote sound economic growth, aiming, together with our employment and social policies, at reducing unemployment and enabling a quick re-entry into the labour market.",0.888888889,Macro,United Kingdom,2011,No,193,11,No,No,Higher,2.66E+12,42038.50048,0.749525179,France,1,106,Unitary
0,Apr-12,"""We commit to fiscal responsibility and, in this context, we support sound and sustainable fiscal consolidation policies that take into account countries’ evolving economic conditions and underpin confidence and economic recovery.""",0.333333333,Macro,United Kingdom,2012,No,141,11,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,1,146,Unitary
1,May-12,"""To raise productivity and growth potential in our economies, we support structural reforms, and investments in education""",0.888888889,Macro,United Kingdom,2012,No,141,11,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,1,146,Unitary
1,Aug-12,"""We commit to promote investment to underpin demand, including support for small businesses and public-private partnerships.""",1,Macro,United Kingdom,2012,No,141,11,No,No,Higher,2.7E+12,42462.71491,0.775772307,United States,1,146,Unitary
1,2012-13,[We support efforts towards regulatory coherence and better alignment of standards to further promote] growth. ,0.555555556,Macro,United Kingdom,2012,No,141,11,No,No,Lower,2.7E+12,42462.71491,0.775772307,United States,1,146,Unitary
1,2013-37,We agreed to nurture the global recovery by supporting demand ,0.555555556,Macro,United Kingdom,2013,No,214,16,No,No,Higher,2.79E+12,43444.56484,1.457911544,United Kingdom,1,-39,Unitary
1,2013-45,"We reaffirm our commitment to cooperate to achieve a lasting reduction in global imbalances, which surplus and deficit countries must address ",1,Macro,United Kingdom,2013,No,214,16,No,No,Higher,2.79E+12,43444.56484,1.457911544,United Kingdom,1,-39,Unitary
1,2015-23,"To ensure that G7 countries operate at the technological frontier in the years ahead, we will foster growth by promoting education ",0.875,Macro,United Kingdom,2015,No,376,14,No,No,Higher,2.93E+12,44966.10193,1.545056482,Germany,1,-11,Unitary
1,2015-31,"We will continue to implement our fiscal strategies flexibly to take into account near-term economic conditions, so as to support growth and job creation, while putting debt as a share of GDP on a sustainable path. ",0.75,Macro,United Kingdom,2015,No,376,14,No,No,Higher,2.93E+12,44966.10193,1.545056482,Germany,1,-11,Unitary
0,2016,"We reiterate our commitments to using all policy tools - monetary, fiscal, and structural - individually and collectively, to strengthen global demand and address supply constraints, while continuing our efforts to put debt on a sustainable path",0.25,Macro,United Kingdom,2016,No,342,18,No,No,Higher,2.69E+12,41074.16728,1.193020554,Japan,3,-6,Unitary
1,2017-29,"To this end, we reaffirm our commitment to use all policy tools - monetary, fiscal and structural - individually and collectively to achieve strong, sustainable, balanced and inclusive growth. ",0.63,Macro,United Kingdom,2017,No,180,5,No,No,Higher,2.67E+12,40361.41738,1.177472084,Italy,2,-15,Unitary
1,1997-xx - education,"""Measures that expand the availability of high quality education and training and increase the responsiveness of labor markets to economic conditions will aid the ability of our people to adjust to all types of structural changes"".",0.375,Education,United Kingdom,1997,No,145,0,No,No,Higher,1.56E+12,26734.56261,3.587692544,United States,0,365,Unitary
1,2001-29,"""We reaffirm our commitment to help countries meet the Dakar Framework for Action goal of universal primary education by 2015.""",0.571428571,Education,United Kingdom,2001,Yes,58,5,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,0,365,Unitary
1,2001-30,"""We will help foster assessment systems to measure progress, identify best practices and ensure accountability for results.""",0.571428571,Education,United Kingdom,2001,No,58,5,No,No,Higher,1.64E+12,27744.50646,2.578699221,Italy,0,365,Unitary
1,2002-93,"""Supporting the development and implementation by African countries of national educational plans that reflect the Dakar goals on Education for All, and encouraging support for those plans particularly universal primary education by the international community as an integral part of the national development strategies;""",0.571428571,Education,United Kingdom,2002,No,187,12,No,No,Higher,1.78E+12,30056.58622,1.892089789,Canada,0,365,Unitary
1,2004-50,"We will focus our efforts to reduce illiteracy and increase access to education, especially for girls and women",0.11,Education,United Kingdom,2004,No,252,14,No,No,Higher,2.42E+12,40290.31397,1.79315566,United States,0,365,Unitary
1,2005-66,"“As part of this effort, we will work to support the Education for All agenda in Africa, including continuing our support for the Fast Track Initiative (FTI) and our efforts to help FTI-endorsed countries to develop sustainable capacity and identify the resources necessary to pursue their sustainable strategies.”",0.333333333,Education,United Kingdom,2005,No,212,2,No,No,Higher,2.54E+12,42030.28661,2.47371181,United Kingdom,0,365,Unitary
0,2006-188,"""We will promote international academic mobility at all levels, significantly increasing the mobility of students, teachers and researchers.""",0.444444444,Education,United Kingdom,2006,No,317,36,No,No,Higher,2.71E+12,44599.69757,2.035550356,Russia,1,-44,Unitary
1,2006-205,"""We regret that interim targets related to eliminating gender disparities in primary and secondary education have not been achieved. Greater concerted action by all will be needed to fulfill these key goals by 2015. We reaffirm our commitments in this regard.""",0.222222222,Education,United Kingdom,2006,Yes,317,36,No,No,Higher,2.71E+12,44599.69757,2.035550356,Russia,1,-44,Unitary
1,2007-202,"""The G8 will continue to work with partners and other donors to meet shortfalls in all FTI endorsed countries, estimated by the FTI Secretariat at around US$ 500 million for 2007.""",0.444444444,Education,United Kingdom,2007,Yes,329,5,No,No,Higher,3.1E+12,50566.8266,1.636058451,Germany,0,365,Unitary
1,2008-142,"""We, along with other donors, will continue efforts to mobilize bilateral and multilateral resources to meet the shortfalls of FTI- endorsed countries estimated by the FTI Secretariat at around US$1billion for 2008, while supporting the improvement of its effectiveness through an external evaluation. There should be a strong emphasis placed on the quality of education and program effectiveness.""",0.111111111,Education,United Kingdom,2008,Yes,296,9,No,No,Higher,2.92E+12,47286.99849,-1.062893134,Japan,0,365,Unitary
